"subject" "activity" "domain" "signal_type" "signal_source" "parameter" "axis" "mean(value)"
"6" "sitting" "time" "gyroscope" "body" "mean" "z" 0.0194420847601818
"6" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.935705022272727
"6" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.950541243272727
"6" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.952955385545455
"6" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.949234511090909
"6" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.950931904736842
"6" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.975290413070175
"6" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.940870968333333
"6" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.95330376754386
"6" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.949972843157895
"6" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.979651525877193
"6" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.936065280701754
"6" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.945981535
"6" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.941044717631579
"6" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.931612384385965
"6" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.943273146140351
"6" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.943239602105263
"6" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.937598630526316
"6" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.952817395263158
"6" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.942539174210526
"6" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.95445570245614
"6" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.956062656315789
"6" "standing" "time" "accelerometer" "body" "mean" "x" 0.176708104526316
"6" "standing" "time" "accelerometer" "body" "mean" "y" -0.00470239639166667
"6" "standing" "time" "accelerometer" "body" "mean" "z" -0.0584949772008772
"6" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.947704697807017
"6" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.977445397719298
"6" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.935427734385965
"6" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.946619806842105
"6" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.945022876491228
"6" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.945139003859649
"6" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.230251036140351
"6" "standing" "time" "accelerometer" "gravity" "mean" "z" 0.0139193473596491
"6" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.939310249649123
"6" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.985583066842105
"6" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.96844910122807
"6" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.942795062280702
"6" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.951405483684211
"6" "standing" "time" "gyroscope" "body" "mean" "x" -0.0657722236166667
"6" "standing" "time" "gyroscope" "body" "mean" "y" -0.0509325972087719
"6" "standing" "time" "gyroscope" "body" "mean" "z" 0.0130481278263158
"6" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.934213903421053
"6" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.946992445877193
"6" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.952454375
"6" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.955270166578947
"6" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.128394015490351
"6" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.169438620482456
"6" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" 0.0327036949149123
"6" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.519979390263158
"6" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.259091531903509
"6" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.26896119207193
"6" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" 0.0665723549976316
"6" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.579549487982456
"6" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.348090828745614
"6" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.239650710533333
"6" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.341378429473684
"6" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.203575458733333
"6" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.459363614557018
"6" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.515323854385965
"6" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.332008706842105
"6" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.512209233508772
"6" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.180978869842105
"6" "walking" "time" "accelerometer" "body" "mean" "x" 0.176808727880702
"6" "walking" "time" "accelerometer" "body" "mean" "y" -0.0166892952523684
"6" "walking" "time" "accelerometer" "body" "mean" "z" -0.0588462389421053
"6" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.168668566105263
"6" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.214661742152632
"6" "walking" "time" "accelerometer" "body" "std.deviation" "y" 0.0861514293666667
"6" "walking" "time" "accelerometer" "body" "std.deviation" "z" -0.540050836842105
"6" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.166840713631579
"6" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.958067455087719
"6" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.214694852280702
"6" "walking" "time" "accelerometer" "gravity" "mean" "z" 0.0331888826842105
"6" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.266734167368421
"6" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.977779896491228
"6" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.964248568070175
"6" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.957205025789474
"6" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.301249162131579
"6" "walking" "time" "gyroscope" "body" "mean" "x" -0.0566993638280702
"6" "walking" "time" "gyroscope" "body" "mean" "y" -0.0553385718921053
"6" "walking" "time" "gyroscope" "body" "mean" "z" 0.0149605757535088
"6" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.36515562954386
"6" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.314310943087719
"6" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.374046257017544
"6" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.274911878485088
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" 0.319896146684375
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" 0.232431748678125
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" 0.238486813061458
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.280344398020833
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" 0.149715809234375
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" 0.246010638303042
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" 0.312245115114583
"6" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.3975356788125
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.0735394638822917
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "x" 0.0633716052854167
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.130327465789583
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "mean" "z" 0.15284524938125
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.194043701408646
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.286724914610417
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.235470976166667
"6" "walking_downstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.275667262770833
"6" "walking_downstairs" "time" "accelerometer" "body" "mean" "magnitude" 0.218799901854167
"6" "walking_downstairs" "time" "accelerometer" "body" "mean" "x" 0.190363300927083
"6" "walking_downstairs" "time" "accelerometer" "body" "mean" "y" -0.00482999099572917
"6" "walking_downstairs" "time" "accelerometer" "body" "mean" "z" -0.058267031190625
"6" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" 0.291557044270833
"6" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "x" 0.274476355325
"6" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "y" 0.318354494148854
"6" "walking_downstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.328510777395625
"6" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "magnitude" 0.333754731458333
"6" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "x" 0.928531455208333
"6" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "y" -0.214046334375
"6" "walking_downstairs" "time" "accelerometer" "gravity" "mean" "z" -0.00307981704708333
"6" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" 0.373611914166667
"6" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.9544062675
"6" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.93357760125
"6" "walking_downstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.934378766458333
"6" "walking_downstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.0343344516285417
"6" "walking_downstairs" "time" "gyroscope" "body" "mean" "x" -0.060864483503125
"6" "walking_downstairs" "time" "gyroscope" "body" "mean" "y" -0.0554936062104167
"6" "walking_downstairs" "time" "gyroscope" "body" "mean" "z" 0.0248891972396875
"6" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.07692804562875
"6" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.0794825285979167
"6" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.191368987739583
"6" "walking_downstairs" "time" "gyroscope" "body" "std.deviation" "z" 0.04956335299375
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.125908087058235
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "x" -0.187944071382353
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.0125940421862745
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.488281357803922
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.19994813729451
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.103974318481471
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "y" 0.0710713181009804
"6" "walking_upstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.468774070754902
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.344931674426471
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "x" -0.115065008156863
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "y" -0.329653779629412
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "mean" "z" -0.0464142110215686
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.387055805782353
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.390248128039216
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.31361857145098
"6" "walking_upstairs" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.309998085098039
"6" "walking_upstairs" "time" "accelerometer" "body" "mean" "magnitude" -0.0948003509057843
"6" "walking_upstairs" "time" "accelerometer" "body" "mean" "x" 0.17016805254902
"6" "walking_upstairs" "time" "accelerometer" "body" "mean" "y" -0.0117645521554902
"6" "walking_upstairs" "time" "accelerometer" "body" "mean" "z" -0.0622303022892157
"6" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.124560623628431
"6" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "x" -0.115218087474706
"6" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "y" 0.073938326327549
"6" "walking_upstairs" "time" "accelerometer" "body" "std.deviation" "z" -0.457175101565686
"6" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "magnitude" 0.0177790974433333
"6" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "x" 0.913632241568627
"6" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "y" -0.340732608823529
"6" "walking_upstairs" "time" "accelerometer" "gravity" "mean" "z" -0.0184608964392157
"6" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.0791508842176471
"6" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "x" -0.959399425098039
"6" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "y" -0.912900683137255
"6" "walking_upstairs" "time" "accelerometer" "gravity" "std.deviation" "z" -0.906196352156863
"6" "walking_upstairs" "time" "gyroscope" "body" "mean" "magnitude" -0.236008306036275
"6" "walking_upstairs" "time" "gyroscope" "body" "mean" "x" -0.0709715658983333
"6" "walking_upstairs" "time" "gyroscope" "body" "mean" "y" -0.0488343671791176
"6" "walking_upstairs" "time" "gyroscope" "body" "mean" "z" 0.00437169887705882
"6" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.319986780754902
"6" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "x" -0.254368508697059
"6" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "y" -0.401147011294118
"6" "walking_upstairs" "time" "gyroscope" "body" "std.deviation" "z" -0.177357486254314
"7" "laying" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.948021569932692
"7" "laying" "fourier.transform" "accelerometer" "body" "mean" "x" -0.96690864625
"7" "laying" "fourier.transform" "accelerometer" "body" "mean" "y" -0.957362801346154
"7" "laying" "fourier.transform" "accelerometer" "body" "mean" "z" -0.964068311153846
"7" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.937950845498077
"7" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.957340377980769
"7" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.949402023653846
"7" "laying" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.964226820769231
"7" "laying" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.957624315673077
"7" "laying" "fourier.transform" "gyroscope" "body" "mean" "x" -0.953684547692308
"7" "laying" "fourier.transform" "gyroscope" "body" "mean" "y" -0.957570207692308
"7" "laying" "fourier.transform" "gyroscope" "body" "mean" "z" -0.956905310961538
"7" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.944147777019231
"7" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.962348254423077
"7" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.939727873653846
"7" "laying" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.9588764125
"7" "laying" "time" "accelerometer" "body" "mean" "magnitude" -0.958259631730769
"7" "laying" "time" "accelerometer" "body" "mean" "x" 0.173533547923077
"7" "laying" "time" "accelerometer" "body" "mean" "y" 0.0023106333375
"7" "laying" "time" "accelerometer" "body" "mean" "z" -0.05726321419875
"7" "laying" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.937175222730769
"7" "laying" "time" "accelerometer" "body" "std.deviation" "x" -0.958745683076923
"7" "laying" "time" "accelerometer" "body" "std.deviation" "y" -0.949677914423077
"7" "laying" "time" "accelerometer" "body" "std.deviation" "z" -0.962980715096154
"7" "laying" "time" "accelerometer" "gravity" "mean" "magnitude" -0.936392023846154
"7" "laying" "time" "accelerometer" "gravity" "mean" "x" -0.502814250576923
"7" "laying" "time" "accelerometer" "gravity" "mean" "y" 0.393444278076923
"7" "laying" "time" "accelerometer" "gravity" "mean" "z" 0.907537823461538
"7" "laying" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.907039513153846
"7" "laying" "time" "accelerometer" "gravity" "std.deviation" "x" -0.914221270096154
"7" "laying" "time" "accelerometer" "gravity" "std.deviation" "y" -0.955543549230769
"7" "laying" "time" "accelerometer" "gravity" "std.deviation" "z" -0.961908984423077
"7" "laying" "time" "gyroscope" "body" "mean" "magnitude" -0.949401231923077
"7" "laying" "time" "gyroscope" "body" "mean" "x" -0.0543853313077885
"7" "laying" "time" "gyroscope" "body" "mean" "y" -0.0847477188201923
"7" "laying" "time" "gyroscope" "body" "mean" "z" 0.0443649251538462
"7" "laying" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.944933798461538
"7" "laying" "time" "gyroscope" "body" "std.deviation" "x" -0.9669820275
"7" "laying" "time" "gyroscope" "body" "std.deviation" "y" -0.960777831346154
"7" "laying" "time" "gyroscope" "body" "std.deviation" "z" -0.972083384423077
"7" "sitting" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.939955480208333
"7" "sitting" "fourier.transform" "accelerometer" "body" "mean" "x" -0.977367185416667
"7" "sitting" "fourier.transform" "accelerometer" "body" "mean" "y" -0.950457123333333
"7" "sitting" "fourier.transform" "accelerometer" "body" "mean" "z" -0.936589421354167
"7" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.927705252875
"7" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.978453155208333
"7" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.938222088020833
"7" "sitting" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.909391123645833
"7" "sitting" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.955858473333333
"7" "sitting" "fourier.transform" "gyroscope" "body" "mean" "x" -0.9436317575
"7" "sitting" "fourier.transform" "gyroscope" "body" "mean" "y" -0.956678065
"7" "sitting" "fourier.transform" "gyroscope" "body" "mean" "z" -0.9474199325
"7" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.9353854584375
"7" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.9427264225
"7" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.93824472
"7" "sitting" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.939826018125
"7" "sitting" "time" "accelerometer" "body" "mean" "magnitude" -0.947495891770833
"7" "sitting" "time" "accelerometer" "body" "mean" "x" 0.175763308302083
"7" "sitting" "time" "accelerometer" "body" "mean" "y" -0.00146231693635417
"7" "sitting" "time" "accelerometer" "body" "mean" "z" -0.0531320917142708
"7" "sitting" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.92610044696875
"7" "sitting" "time" "accelerometer" "body" "std.deviation" "x" -0.977413236354167
"7" "sitting" "time" "accelerometer" "body" "std.deviation" "y" -0.9394566875
"7" "sitting" "time" "accelerometer" "body" "std.deviation" "z" -0.914394707072917
"7" "sitting" "time" "accelerometer" "gravity" "mean" "magnitude" -0.918432107083333
"7" "sitting" "time" "accelerometer" "gravity" "mean" "x" 0.969147824375
"7" "sitting" "time" "accelerometer" "gravity" "mean" "y" 0.00608846646041667
"7" "sitting" "time" "accelerometer" "gravity" "mean" "z" 0.0649636250354167
"7" "sitting" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.881957619770833
"7" "sitting" "time" "accelerometer" "gravity" "std.deviation" "x" -0.957082433333333
"7" "sitting" "time" "accelerometer" "gravity" "std.deviation" "y" -0.945436264583333
"7" "sitting" "time" "accelerometer" "gravity" "std.deviation" "z" -0.868602535416667
"7" "sitting" "time" "gyroscope" "body" "mean" "magnitude" -0.939767828645833
"7" "sitting" "time" "gyroscope" "body" "mean" "x" -0.0717267672397917
"7" "sitting" "time" "gyroscope" "body" "mean" "y" -0.036628226578125
"7" "sitting" "time" "gyroscope" "body" "mean" "z" -0.00975448070104167
"7" "sitting" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.937138872291667
"7" "sitting" "time" "gyroscope" "body" "std.deviation" "x" -0.958119999479167
"7" "sitting" "time" "gyroscope" "body" "std.deviation" "y" -0.962574508541667
"7" "sitting" "time" "gyroscope" "body" "std.deviation" "z" -0.958987936979167
"7" "standing" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.956514669339623
"7" "standing" "fourier.transform" "accelerometer" "body" "mean" "x" -0.976502460283019
"7" "standing" "fourier.transform" "accelerometer" "body" "mean" "y" -0.954524438396226
"7" "standing" "fourier.transform" "accelerometer" "body" "mean" "z" -0.953390081415094
"7" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.953190063490566
"7" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.979635209433962
"7" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.942984521603774
"7" "standing" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.943446262264151
"7" "standing" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.956188076792453
"7" "standing" "fourier.transform" "gyroscope" "body" "mean" "x" -0.938121637735849
"7" "standing" "fourier.transform" "gyroscope" "body" "mean" "y" -0.957548671320755
"7" "standing" "fourier.transform" "gyroscope" "body" "mean" "z" -0.957165056226415
"7" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.945873778679245
"7" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.947891986226415
"7" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.945818157735849
"7" "standing" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.954339406415094
"7" "standing" "time" "accelerometer" "body" "mean" "magnitude" -0.958052982735849
"7" "standing" "time" "accelerometer" "body" "mean" "x" 0.178957525358491
"7" "standing" "time" "accelerometer" "body" "mean" "y" -0.00381351528150943
"7" "standing" "time" "accelerometer" "body" "mean" "z" -0.0553099298621698
"7" "standing" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.951078256415094
"7" "standing" "time" "accelerometer" "body" "std.deviation" "x" -0.97785555754717
"7" "standing" "time" "accelerometer" "body" "std.deviation" "y" -0.944605765754717
"7" "standing" "time" "accelerometer" "body" "std.deviation" "z" -0.944562110849057
"7" "standing" "time" "accelerometer" "gravity" "mean" "magnitude" -0.942724659245283
"7" "standing" "time" "accelerometer" "gravity" "mean" "x" 0.958728687924528
"7" "standing" "time" "accelerometer" "gravity" "mean" "y" -0.117607048924528
"7" "standing" "time" "accelerometer" "gravity" "mean" "z" -0.0516573721320755
"7" "standing" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.933590156792453
"7" "standing" "time" "accelerometer" "gravity" "std.deviation" "x" -0.987917503962264
"7" "standing" "time" "accelerometer" "gravity" "std.deviation" "y" -0.966162998679245
"7" "standing" "time" "accelerometer" "gravity" "std.deviation" "z" -0.939161014716981
"7" "standing" "time" "gyroscope" "body" "mean" "magnitude" -0.960401323773585
"7" "standing" "time" "gyroscope" "body" "mean" "x" -0.0596560937357547
"7" "standing" "time" "gyroscope" "body" "mean" "y" -0.0593567027641509
"7" "standing" "time" "gyroscope" "body" "mean" "z" 0.015282749254717
"7" "standing" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.945273444433962
"7" "standing" "time" "gyroscope" "body" "std.deviation" "x" -0.95561554245283
"7" "standing" "time" "gyroscope" "body" "std.deviation" "y" -0.963242352075472
"7" "standing" "time" "gyroscope" "body" "std.deviation" "z" -0.964898784150943
"7" "walking" "fourier.transform" "accelerometer" "body" "mean" "magnitude" -0.0948311897168421
"7" "walking" "fourier.transform" "accelerometer" "body" "mean" "x" -0.363382101754386
"7" "walking" "fourier.transform" "accelerometer" "body" "mean" "y" -0.0936746538286842
"7" "walking" "fourier.transform" "accelerometer" "body" "mean" "z" -0.0339535738290351
"7" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" -0.186922569263158
"7" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "x" -0.343674849508772
"7" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "y" -0.0934567846719298
"7" "walking" "fourier.transform" "accelerometer" "body" "std.deviation" "z" -0.0287173555588596
"7" "walking" "fourier.transform" "gyroscope" "body" "mean" "magnitude" -0.174124810665263
"7" "walking" "fourier.transform" "gyroscope" "body" "mean" "x" -0.318395104666667
"7" "walking" "fourier.transform" "gyroscope" "body" "mean" "y" -0.151966687436842
"7" "walking" "fourier.transform" "gyroscope" "body" "mean" "z" -0.366733617894737
"7" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "magnitude" -0.21403064617807
"7" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "x" -0.563615256666667
"7" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "y" -0.290859379017544
"7" "walking" "fourier.transform" "gyroscope" "body" "std.deviation" "z" -0.463270018245614
"7" "walking" "time" "accelerometer" "body" "mean" "magnitude" -0.145378972191228
"7" "walking" "time" "accelerometer" "body" "mean" "x" 0.182869613336842
"7" "walking" "time" "accelerometer" "body" "mean" "y" -0.000110696508771929
"7" "walking" "time" "accelerometer" "body" "mean" "z" -0.0659760450561404
"7" "walking" "time" "accelerometer" "body" "std.deviation" "magnitude" -0.113056018831579
"7" "walking" "time" "accelerometer" "body" "std.deviation" "x" -0.336634733421053
"7" "walking" "time" "accelerometer" "body" "std.deviation" "y" -0.0660033754649123
"7" "walking" "time" "accelerometer" "body" "std.deviation" "z" 0.00507138443175439
"7" "walking" "time" "accelerometer" "gravity" "mean" "magnitude" -0.0978090439438596
"7" "walking" "time" "accelerometer" "gravity" "mean" "x" 0.932566472280702
"7" "walking" "time" "accelerometer" "gravity" "mean" "y" -0.159097003684211
"7" "walking" "time" "accelerometer" "gravity" "mean" "z" -0.160846924029807
"7" "walking" "time" "accelerometer" "gravity" "std.deviation" "magnitude" -0.198554708385965
"7" "walking" "time" "accelerometer" "gravity" "std.deviation" "x" -0.979851271403509
"7" "walking" "time" "accelerometer" "gravity" "std.deviation" "y" -0.969404155087719
"7" "walking" "time" "accelerometer" "gravity" "std.deviation" "z" -0.952159770526316
"7" "walking" "time" "gyroscope" "body" "mean" "magnitude" -0.302991065684211
"7" "walking" "time" "gyroscope" "body" "mean" "x" -0.0606829238330351
"7" "walking" "time" "gyroscope" "body" "mean" "y" -0.064243987729386
"7" "walking" "time" "gyroscope" "body" "mean" "z" 0.00726957543701754
"7" "walking" "time" "gyroscope" "body" "std.deviation" "magnitude" -0.146811641531579
"7" "walking" "time" "gyroscope" "body" "std.deviation" "x" -0.357490406922807
"7" "walking" "time" "gyroscope" "body" "std.deviation" "y" -0.202617358097368
"7" "walking" "time" "gyroscope" "body" "std.deviation" "z" -0.427158253333333
"7" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "magnitude" 0.143150476148936
"7" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "x" 0.00691008145638298
"7" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "y" -0.230769410882979
"7" "walking_downstairs" "fourier.transform" "accelerometer" "body" "mean" "z" -0.21785556243617
"7" "walking_downstairs" "fourier.transform" "accelerometer" "body" "std.deviation" "magnitude" 0.0646504689957447
